Summary,Issue key,Issue id,Issue Type,Status,Project key,Project name,Project type,Project lead,Project lead id,Project description,Priority,Resolution,Assignee,Assignee Id,Reporter,Reporter Id,Creator,Creator Id,Created,Updated,Last Viewed,Resolved,Fix versions,Due date,Votes,Labels,Labels,Labels,Labels,Labels,Description,Environment,Watchers,Watchers Id,Original estimate,Remaining Estimate,Time Spent,Work Ratio,Σ Original Estimate,Σ Remaining Estimate,Σ Time Spent,Security Level,Inward issue link (Blocks),Inward issue link (Blocks),Inward issue link (Blocks),Inward issue link (Blocks),Inward issue link (Blocks),Outward issue link (Blocks),Outward issue link (Blocks),Outward issue link (Blocks),Outward issue link (Blocks),Outward issue link (Blocks),Outward issue link (Blocks),Outward issue link (Blocks),Outward issue link (Blocks),Inward issue link (Relates),Inward issue link (Relates),Inward issue link (Relates),Outward issue link (Relates),Outward issue link (Relates),Custom field (Acceptance criteria),Custom field (Commit),Custom field (Development),Custom field (DoD validée),Custom field (DoR validée),Custom field (Issue color),Custom field (Priority),Custom field (Rank),Custom field (Release),Custom field (Start date),Custom field (Story point estimate),Custom field (Team),Custom field (Vulnerability),Parent,Parent key,Parent summary,Status Category,Status Category Changed
Configurer protection DDoD et CDN,DJ-68,11076,Subtask,To Do,DJ,Dev - JO2024,software,Jocelyn Sainson,61fcefa4f51e85007089ebc9,,Highest,,Jocelyn Sainson,61fcefa4f51e85007089ebc9,Jocelyn Sainson,61fcefa4f51e85007089ebc9,Jocelyn Sainson,61fcefa4f51e85007089ebc9,09/Nov/25 2:26 PM,09/Nov/25 2:28 PM,,,,,0,,,,,,"Activer DDoS Protection dans Cloudflare (Layer 3/4/7). Configurer rate limiting : règle ""API Protection"" limitant à 100 requêtes/minute/IP sur /api/**. Activer CDN (Cache Everything) pour ressources statiques : /assets/**, /static/**. Définir TTL cache : 1 heure assets, 5 minutes API publique (offres). Configurer Page Rules : ""Always Use HTTPS"" pour redirection automatique HTTP → HTTPS.",,Jocelyn Sainson,61fcefa4f51e85007089ebc9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{},,,,,0|i0032n:,,,,,,10952,DJ-22,Configurer Cloudflare Tunnel,To Do,09/Nov/25 2:26 PM
Activer WAF avec règles OWASP,DJ-67,11074,Subtask,To Do,DJ,Dev - JO2024,software,Jocelyn Sainson,61fcefa4f51e85007089ebc9,,Highest,,Jocelyn Sainson,61fcefa4f51e85007089ebc9,Jocelyn Sainson,61fcefa4f51e85007089ebc9,Jocelyn Sainson,61fcefa4f51e85007089ebc9,09/Nov/25 2:25 PM,09/Nov/25 2:28 PM,,,,,0,,,,,,"Dans Cloudflare Dashboard → Security → WAF, activer le WAF. Déployer le ruleset ""OWASP Core Ruleset"" (protections SQL injection, XSS, RCE, file inclusion). Configurer mode : ""Block"" pour règles critiques, ""Challenge"" pour suspectes. Créer règle custom : bloquer requêtes avec User-Agent vide ou bots connus. Tester avec OWASP ZAP : scanner l'application, vérifier que les attaques sont bloquées (logs WAF dans Cloudflare).",,Jocelyn Sainson,61fcefa4f51e85007089ebc9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{},,,,,0|i0032f:,,,,,,10952,DJ-22,Configurer Cloudflare Tunnel,To Do,09/Nov/25 2:25 PM
Ajouter subdomain au tunnel,DJ-66,11072,Subtask,To Do,DJ,Dev - JO2024,software,Jocelyn Sainson,61fcefa4f51e85007089ebc9,,Highest,,Jocelyn Sainson,61fcefa4f51e85007089ebc9,Jocelyn Sainson,61fcefa4f51e85007089ebc9,Jocelyn Sainson,61fcefa4f51e85007089ebc9,09/Nov/25 2:25 PM,09/Nov/25 2:26 PM,,,,,0,,,,,,Ajouter une app au tunnel cloudflare et créer le subdomain [jo2024.marcelyn.fr|http://jo2024.marcelyn.fr] ,,Jocelyn Sainson,61fcefa4f51e85007089ebc9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{},,,,,0|i00327:,,,,,,10952,DJ-22,Configurer Cloudflare Tunnel,To Do,09/Nov/25 2:25 PM
Tester stack complète et debugging,DJ-65,11070,Subtask,To Do,DJ,Dev - JO2024,software,Jocelyn Sainson,61fcefa4f51e85007089ebc9,,High,,Jocelyn Sainson,61fcefa4f51e85007089ebc9,Jocelyn Sainson,61fcefa4f51e85007089ebc9,Jocelyn Sainson,61fcefa4f51e85007089ebc9,09/Nov/25 2:17 PM,09/Nov/25 2:24 PM,,,,,0,,,,,,"Créer .env avec toutes variables (DB_USER, DB_PASSWORD, JWT_SECRET, REDIS_URL). Lancer docker-compose up -d. Vérifier logs : docker-compose logs -f. Vérifier healthchecks : docker ps (colonne STATUS doit afficher ""healthy""). Tester chaîne complète : frontend → backend → postgres/redis. Vérifier pgAdmin : connexion au postgres via nom service (host=postgres, pas localhost).",,Jocelyn Sainson,61fcefa4f51e85007089ebc9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{},,,,,0|i0031z:,,,,,,10950,DJ-21,Créer docker-compose,To Do,09/Nov/25 2:17 PM
Configurer volumes et healthchecks,DJ-64,11068,Subtask,To Do,DJ,Dev - JO2024,software,Jocelyn Sainson,61fcefa4f51e85007089ebc9,,Medium,,Jocelyn Sainson,61fcefa4f51e85007089ebc9,Jocelyn Sainson,61fcefa4f51e85007089ebc9,Jocelyn Sainson,61fcefa4f51e85007089ebc9,09/Nov/25 2:17 PM,09/Nov/25 2:24 PM,,,,,0,,,,,,"Définir volumes nommés : postgres-data: et redis-data: pour persistance. Ajouter healthchecks sur chaque service : postgres (pg_isready -U ${POSTGRES_USER}, interval 10s, timeout 5s, retries 5), redis (redis-cli ping, interval 5s), backend (`curl -f [http://localhost:8080/api/health|http://localhost:8080/actuator/health], exit 1, start_period 30s)",,Jocelyn Sainson,61fcefa4f51e85007089ebc9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{},,,,,0|i0031r:,,,,,,10950,DJ-21,Créer docker-compose,To Do,09/Nov/25 2:17 PM
Configurer réseaux Docker isolés,DJ-63,11066,Subtask,To Do,DJ,Dev - JO2024,software,Jocelyn Sainson,61fcefa4f51e85007089ebc9,,Highest,,Jocelyn Sainson,61fcefa4f51e85007089ebc9,Jocelyn Sainson,61fcefa4f51e85007089ebc9,Jocelyn Sainson,61fcefa4f51e85007089ebc9,09/Nov/25 2:17 PM,09/Nov/25 2:22 PM,,,,,0,,,,,,"Définir 3 réseaux : db-net (backend ↔ postgres+redis), backend-net (backend interne), frontend-net (frontend ↔ backend). Le service postgres est seulement sur db-net (isolation sécurité : pas accessible depuis frontend). Backend est sur db-net + backend-net. Frontend est sur frontend-net + backend-net pour communiquer avec backend. Cette segmentation améliore la sécurité.",,Jocelyn Sainson,61fcefa4f51e85007089ebc9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{},,,,,0|i0031j:,,,,,,10950,DJ-21,Créer docker-compose,To Do,09/Nov/25 2:17 PM
Créer docker-compose.yml avec tous les services,DJ-62,11064,Subtask,To Do,DJ,Dev - JO2024,software,Jocelyn Sainson,61fcefa4f51e85007089ebc9,,Highest,,Jocelyn Sainson,61fcefa4f51e85007089ebc9,Jocelyn Sainson,61fcefa4f51e85007089ebc9,Jocelyn Sainson,61fcefa4f51e85007089ebc9,09/Nov/25 2:17 PM,09/Nov/25 2:20 PM,,,,,0,,,,,,"Le fichier définit 5 services : 

* postgres (image postgres:18-alpine, expose 5432, variables POSTGRES_DB/USER/PASSWORD via .env, volume postgres-data)
* redis (image redis:8-alpine, expose 6379, volume redis-data)
* pgadmin (image elestio/pgadmin:REL-9_8, expose 5050, credentials via .env)
* backend (build ./backend, dépend de postgres+redis, expose 8080, env SPRING_PROFILES_ACTIVE=dev)
* frontend (build ./frontend, expose 3000, env VITE_API_BASE_URL=http://localhost:8080)",,Jocelyn Sainson,61fcefa4f51e85007089ebc9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{},,,,,0|i0031b:,,,,,,10950,DJ-21,Créer docker-compose,To Do,09/Nov/25 2:17 PM
Créer .dockerignore et tester le build,DJ-61,11062,Subtask,To Do,DJ,Dev - JO2024,software,Jocelyn Sainson,61fcefa4f51e85007089ebc9,,High,,Jocelyn Sainson,61fcefa4f51e85007089ebc9,Jocelyn Sainson,61fcefa4f51e85007089ebc9,Jocelyn Sainson,61fcefa4f51e85007089ebc9,09/Nov/25 2:13 PM,09/Nov/25 2:16 PM,,,,,0,,,,,,"Créer .dockerignore : 

* node_modules/
* dist/
* .git/
* .env*
* *.log
* .DS_Store

Builder l'image : docker build -t front-jo2024:latest et lancer conteneur : docker run -p 3000:3000 front-jo2024. Tester dans navigateur : [http://localhost:3000|http://localhost:3000]. Vérifier routing : navigation vers /login doit charger l'app sans 404.",,Jocelyn Sainson,61fcefa4f51e85007089ebc9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{},,,,,0|i00313:,,,,,,10948,DJ-20,Dockeriser projet REACT,To Do,09/Nov/25 2:13 PM
Créer Dockerfile pour React,DJ-60,11060,Subtask,To Do,DJ,Dev - JO2024,software,Jocelyn Sainson,61fcefa4f51e85007089ebc9,,Highest,,Jocelyn Sainson,61fcefa4f51e85007089ebc9,Jocelyn Sainson,61fcefa4f51e85007089ebc9,Jocelyn Sainson,61fcefa4f51e85007089ebc9,09/Nov/25 2:13 PM,09/Nov/25 2:15 PM,,,,,0,,,,,,"Le Dockerfile doit se faire en 2 étapes : 

* 1 ""build"" avec image node:20-alpine installe les dépendances via npm ci (plus rapide que install), puis exécute npm run build qui génère le dossier dist/ avec les fichiers statiques optimisés 
* 2 ""serve"" avec image node:20-alpine installe serve globally (npm install -g serve), copie le dossier dist/ et expose port 3000 avec CMD [""serve"", ""-s"", ""dist"", ""-l"", ""3000""].",,Jocelyn Sainson,61fcefa4f51e85007089ebc9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{},,,,,0|i0030v:,,,,,,10948,DJ-20,Dockeriser projet REACT,To Do,09/Nov/25 2:13 PM
Créer .dockerignore et tester le build,DJ-59,11058,Subtask,To Do,DJ,Dev - JO2024,software,Jocelyn Sainson,61fcefa4f51e85007089ebc9,,Medium,,Jocelyn Sainson,61fcefa4f51e85007089ebc9,Jocelyn Sainson,61fcefa4f51e85007089ebc9,Jocelyn Sainson,61fcefa4f51e85007089ebc9,09/Nov/25 12:46 PM,09/Nov/25 12:51 PM,,,,,0,,,,,,"Créer .dockerignore pour exclure : 

* target/
* .git/
* *.log
* .env
* .DS_Store
* *.iml
* .idea/. 

Builder l'image : docker build -t back-jo2024:latest et lancer le conteneur : docker run -p 8080:8080 --env-file .env back-jo2024. Tester /api/health.",,Jocelyn Sainson,61fcefa4f51e85007089ebc9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{},,,,,0|i0030n:,,,,,,10946,DJ-19,Dockeriser le projet JAVA,To Do,09/Nov/25 12:46 PM
Optimiser layers Docker pour cache Maven,DJ-58,11056,Subtask,To Do,DJ,Dev - JO2024,software,Jocelyn Sainson,61fcefa4f51e85007089ebc9,,Lowest,,Jocelyn Sainson,61fcefa4f51e85007089ebc9,Jocelyn Sainson,61fcefa4f51e85007089ebc9,Jocelyn Sainson,61fcefa4f51e85007089ebc9,09/Nov/25 12:46 PM,09/Nov/25 12:49 PM,,,,,0,,,,,,"Structurer le Dockerfile pour maximiser le cache Docker : copier d'abord pom.xml seul, puis RUN mvn dependency:go-offline (télécharge toutes dépendances), ensuite seulement copier src/. Cette séparation permet de ne re-télécharger les dépendances que si pom.xml change. Vérifier avec docker build --progress=plain : layer dependencies utilisé depuis cache lors du 2ème build si code modifié mais pas pom.xml.",,Jocelyn Sainson,61fcefa4f51e85007089ebc9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{},,,,,0|i0030f:,,,,,,10946,DJ-19,Dockeriser le projet JAVA,To Do,09/Nov/25 12:46 PM
Créer Dockerfile multi-stage pour Spring Boot,DJ-57,11054,Subtask,To Do,DJ,Dev - JO2024,software,Jocelyn Sainson,61fcefa4f51e85007089ebc9,,Highest,,Jocelyn Sainson,61fcefa4f51e85007089ebc9,Jocelyn Sainson,61fcefa4f51e85007089ebc9,Jocelyn Sainson,61fcefa4f51e85007089ebc9,09/Nov/25 12:46 PM,09/Nov/25 12:47 PM,,,,,0,,,,,,"Le Dockerfile utilise 2 étapes : 

* 1 ""build"" avec image maven:3.9-eclipse-temurin-21 copie le pom.xml, télécharge les dépendances (layer mise en cache), puis copie src/ et exécute mvn clean package -DskipTests
* 2 ""runtime"" avec image eclipse-temurin:21-jre-alpine (lightweight) copie uniquement le JAR depuis le stage build via COPY --from=build /app/target/*.jar app.jar. Expose le port 8080 et définit ENTRYPOINT [""java"", ""-jar"", ""app.jar""].",,Jocelyn Sainson,61fcefa4f51e85007089ebc9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{},,,,,0|i00307:,,,,,,10946,DJ-19,Dockeriser le projet JAVA,To Do,09/Nov/25 12:46 PM
Tester communication cross-origin,DJ-56,11052,Subtask,To Do,DJ,Dev - JO2024,software,Jocelyn Sainson,61fcefa4f51e85007089ebc9,,Low,,Jocelyn Sainson,61fcefa4f51e85007089ebc9,Jocelyn Sainson,61fcefa4f51e85007089ebc9,Jocelyn Sainson,61fcefa4f51e85007089ebc9,09/Nov/25 12:40 PM,09/Nov/25 12:46 PM,,,,,0,,,,,,"Créer un composant React TestCORS qui appelle /api/health via fetch au montage puis vérifier dans DevTools Network : 

* pas d'erreur CORS
* réponse 200 OK
* header Access-Control-Allow-Origin présent

Tester préflight OPTIONS : vérifier header Access-Control-Allow-Methods contient GET, POST, PUT, DELETE.",,Jocelyn Sainson,61fcefa4f51e85007089ebc9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{},,,,,0|i002zz:,,,,,,10944,DJ-18,Configurer CORS / Security,To Do,09/Nov/25 12:40 PM
Ajouter headers de sécurité Helmet,DJ-55,11050,Subtask,To Do,DJ,Dev - JO2024,software,Jocelyn Sainson,61fcefa4f51e85007089ebc9,,High,,Jocelyn Sainson,61fcefa4f51e85007089ebc9,Jocelyn Sainson,61fcefa4f51e85007089ebc9,Jocelyn Sainson,61fcefa4f51e85007089ebc9,09/Nov/25 12:40 PM,09/Nov/25 12:44 PM,,,,,0,,,,,,"Créer la classe SecurityHeadersConfig dans le package config qui implémente Filter. Dans doFilter(), ajouter les headers HTTP de sécurité : 

* X-Frame-Options: DENY (prévention [clickjacking|https://www.fortinet.com/fr/resources/cyberglossary/clickjacking#:~:text=Le%20Clickjacking%20est%20un%20type,sur%20le%20site%20Web%20connu.])
* X-Content-Type-Options: nosniff (prévention [MIME sniffing|https://en.wikipedia.org/wiki/Content_sniffing])
* Content-Security-Policy: default-src 'self' ([CSP strict|https://www.vaadata.com/blog/fr/content-security-policy-csp-techniques-de-contournement-et-bonnes-pratiques-securite/#:~:text=Content%20Security%20Policy%20(CSP)%20est,les%20vecteurs%20d'attaque%20potentiels.])
* Strict-Transport-Security: max-age=31536000 ([HSTS|https://fr.wikipedia.org/wiki/HTTP_Strict_Transport_Security])

Enregistrer le filtre avec @Order(1) pour exécution prioritaire.",,Jocelyn Sainson,61fcefa4f51e85007089ebc9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{},,,,,0|i002zr:,,,,,,10944,DJ-18,Configurer CORS / Security,To Do,09/Nov/25 12:40 PM
Implémenter service avec intercepteurs JWT,DJ-54,11048,Subtask,To Do,DJ,Dev - JO2024,software,Jocelyn Sainson,61fcefa4f51e85007089ebc9,,Highest,,Jocelyn Sainson,61fcefa4f51e85007089ebc9,Jocelyn Sainson,61fcefa4f51e85007089ebc9,Jocelyn Sainson,61fcefa4f51e85007089ebc9,09/Nov/25 12:40 PM,09/Nov/25 12:42 PM,,,,,0,,,,,,"Créer un fichier de service apiClient.ts qui encapsule fetch avec une fonction wrapper apiRequest(). Cette fonction ajoute automatiquement le header Authorization: Bearer ${token} récupéré depuis localStorage. Implémenter la logique de refresh automatique : si réponse 401, tenter refresh token via /api/auth/refresh, puis retry la requête initiale. Gérer les erreurs réseau et timeout avec Promise.reject.",,Jocelyn Sainson,61fcefa4f51e85007089ebc9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{},,,,,0|i002zj:,,,,,,10944,DJ-18,Configurer CORS / Security,To Do,09/Nov/25 12:40 PM
Configurer CORS dans Spring Security,DJ-53,11046,Subtask,To Do,DJ,Dev - JO2024,software,Jocelyn Sainson,61fcefa4f51e85007089ebc9,,Highest,,Jocelyn Sainson,61fcefa4f51e85007089ebc9,Jocelyn Sainson,61fcefa4f51e85007089ebc9,Jocelyn Sainson,61fcefa4f51e85007089ebc9,09/Nov/25 12:38 PM,09/Nov/25 12:41 PM,,,,,0,,,,,,"Créer la classe SecurityConfig dans le package config avec @EnableWebSecurity. Implémenter le bean de SecurityFilterChain qui définit la configuration CORS via CorsConfigurationSource. La whitelist autorise les origines selon le profil actif : en dev [http://localhost:5173|http://localhost:5173], en prod le domaine Cloudflare. Désactiver CSRF pour l'API REST stateless (csrf().disable()). Autoriser les endpoints publics (/api/auth/, /api/offers/) sans authentification.",,Jocelyn Sainson,61fcefa4f51e85007089ebc9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{},,,,,0|i002zb:,,,,,,10944,DJ-18,Configurer CORS / Security,To Do,09/Nov/25 12:38 PM
Tester connexion Spring Boot avec RedisTemplate,DJ-52,11044,Subtask,To Do,DJ,Dev - JO2024,software,Jocelyn Sainson,61fcefa4f51e85007089ebc9,,Low,,Jocelyn Sainson,61fcefa4f51e85007089ebc9,Jocelyn Sainson,61fcefa4f51e85007089ebc9,Jocelyn Sainson,61fcefa4f51e85007089ebc9,09/Nov/25 12:07 PM,09/Nov/25 12:37 PM,,,,,0,,,,,,"Ajouter la dépendance spring-boot-starter-data-redis. 

Configurer application-dev.yml : 

* spring.data.redis.host: localhost
* port: 6379

Créer la classe RedisTestController qui écrit/lit valeur via StringRedisTemplate.

Tester : curl localhost:8080/test-redis",,Jocelyn Sainson,61fcefa4f51e85007089ebc9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{},,,,,0|i002z3:,,,,,,10942,DJ-17,Installer & configurer Redis,To Do,09/Nov/25 12:07 PM
Configurer Redis Pub/Sub pour queues,DJ-51,11042,Subtask,To Do,DJ,Dev - JO2024,software,Jocelyn Sainson,61fcefa4f51e85007089ebc9,,Low,,Jocelyn Sainson,61fcefa4f51e85007089ebc9,Jocelyn Sainson,61fcefa4f51e85007089ebc9,Jocelyn Sainson,61fcefa4f51e85007089ebc9,09/Nov/25 12:07 PM,09/Nov/25 12:34 PM,,,,,0,,,,,,"Créer la classe RedisMessageConfig dans le package config pour ajouter le bean RedisMessageListenerContainer avec MessageListenerAdapter. Créer channel email-queue et qrcode-queue. 

Créer la classe EmailQueueListener avec le listener.",,Jocelyn Sainson,61fcefa4f51e85007089ebc9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{},,,,,0|i002yv:,,,,,,10942,DJ-17,Installer & configurer Redis,To Do,09/Nov/25 12:07 PM
Configurer Redis pour cache avec TTL,DJ-50,11040,Subtask,To Do,DJ,Dev - JO2024,software,Jocelyn Sainson,61fcefa4f51e85007089ebc9,,High,,Jocelyn Sainson,61fcefa4f51e85007089ebc9,Jocelyn Sainson,61fcefa4f51e85007089ebc9,Jocelyn Sainson,61fcefa4f51e85007089ebc9,09/Nov/25 12:07 PM,09/Nov/25 12:13 PM,,,,,0,,,,,,Créer la classe RedisConfig en tant que bean dans le package config. Mettre un TTL de 10 minutes. Configurer la sérialisation (Jackson2JsonRedisSerializer pour objets Java).,,Jocelyn Sainson,61fcefa4f51e85007089ebc9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{},,,,,0|i002yn:,,,,,,10942,DJ-17,Installer & configurer Redis,To Do,09/Nov/25 12:07 PM
Installer Redis 8 en local et Docker,DJ-49,11038,Subtask,To Do,DJ,Dev - JO2024,software,Jocelyn Sainson,61fcefa4f51e85007089ebc9,,Highest,,Jocelyn Sainson,61fcefa4f51e85007089ebc9,Jocelyn Sainson,61fcefa4f51e85007089ebc9,Jocelyn Sainson,61fcefa4f51e85007089ebc9,09/Nov/25 12:07 PM,09/Nov/25 12:10 PM,,,,,0,,,,,,"En local : 

* Télécharger Redis 8 via package manager : brew install redis 
* Démarrer : redis-server
* Tester : redis-cli ping (réponse PONG). 

Sur le serveur : 

* Créer docker-compose-redis.yml : 

{noformat}services: 
  redis: 
    image: redis:7-alpine 
    ports: ""6379:6379"" 
    volumes: redis-data:/data{noformat}

* Lancer : docker-compose -f docker-compose-redis.yml up -d",,Jocelyn Sainson,61fcefa4f51e85007089ebc9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{},,,,,0|i002yf:,,,,,,10942,DJ-17,Installer & configurer Redis,To Do,09/Nov/25 12:07 PM
Configurer Tailwind,DJ-48,11036,Subtask,To Do,DJ,Dev - JO2024,software,Jocelyn Sainson,61fcefa4f51e85007089ebc9,,High,,Jocelyn Sainson,61fcefa4f51e85007089ebc9,Jocelyn Sainson,61fcefa4f51e85007089ebc9,Jocelyn Sainson,61fcefa4f51e85007089ebc9,09/Nov/25 10:34 AM,09/Nov/25 12:06 PM,,,,,0,,,,,,"Éditer tailwind.config.js : 

* content: [""./index.html"", ""./src/**/*.{js,ts,jsx,tsx}""]
* Créer les variables du thème de l’app 

Créer src/index.css : @tailwind base; @tailwind components; @tailwind utilities;

Importer dans main.tsx : import './index.css';

Tester classe Tailwind dans App.tsx : <div className=""bg-blue-500 text-white p-4"">Test Tailwind</div>.",,Jocelyn Sainson,61fcefa4f51e85007089ebc9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{},,,,,0|i002y7:,,,,,,10940,DJ-16,Initialiser projet React,To Do,09/Nov/25 10:34 AM
Créer structure de dossiers,DJ-47,11034,Subtask,To Do,DJ,Dev - JO2024,software,Jocelyn Sainson,61fcefa4f51e85007089ebc9,,High,,Jocelyn Sainson,61fcefa4f51e85007089ebc9,Jocelyn Sainson,61fcefa4f51e85007089ebc9,Jocelyn Sainson,61fcefa4f51e85007089ebc9,09/Nov/25 10:34 AM,09/Nov/25 12:06 PM,,,,,0,,,,,,"Le dossier src/ sera la racine de tous les éléments de l’application comme les : 

* components
* pages
* hooks
* contexts
* types
* utils
* assets",,Jocelyn Sainson,61fcefa4f51e85007089ebc9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{},,,,,0|i002xz:,,,,,,10940,DJ-16,Initialiser projet React,To Do,09/Nov/25 10:34 AM
Installer dependencies,DJ-46,11032,Subtask,To Do,DJ,Dev - JO2024,software,Jocelyn Sainson,61fcefa4f51e85007089ebc9,,Highest,,Jocelyn Sainson,61fcefa4f51e85007089ebc9,Jocelyn Sainson,61fcefa4f51e85007089ebc9,Jocelyn Sainson,61fcefa4f51e85007089ebc9,09/Nov/25 10:34 AM,09/Nov/25 12:06 PM,,,,,0,,,,,,"Ajouter les dépendances suivantes : 

* TansTack router / query / form
* Shadcn
* Zod
* Zustand
* Lucide
* React Email
* Resend
* Tailwind CSS v4",,Jocelyn Sainson,61fcefa4f51e85007089ebc9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{},,,,,0|i002xr:,,,,,,10940,DJ-16,Initialiser projet React,To Do,09/Nov/25 10:34 AM
Créer projet avec Vite + React 19.2 + TypeScript,DJ-45,11030,Subtask,To Do,DJ,Dev - JO2024,software,Jocelyn Sainson,61fcefa4f51e85007089ebc9,,Highest,,Jocelyn Sainson,61fcefa4f51e85007089ebc9,Jocelyn Sainson,61fcefa4f51e85007089ebc9,Jocelyn Sainson,61fcefa4f51e85007089ebc9,09/Nov/25 10:33 AM,09/Nov/25 11:53 AM,,,,,0,,,,,,"Exécuter : 

{noformat}pnpm create vite{noformat}

Project name : ui-jo2024

Framework : React

Builder : typescript + SWC

Rolldown-vite: non ",,Jocelyn Sainson,61fcefa4f51e85007089ebc9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{},,,,,0|i002xj:,,,,,,10940,DJ-16,Initialiser projet React,To Do,09/Nov/25 10:33 AM
Documenter avec des fichiers commitables,DJ-44,11028,Subtask,To Do,DJ,Dev - JO2024,software,Jocelyn Sainson,61fcefa4f51e85007089ebc9,,Medium,,Jocelyn Sainson,61fcefa4f51e85007089ebc9,Jocelyn Sainson,61fcefa4f51e85007089ebc9,Jocelyn Sainson,61fcefa4f51e85007089ebc9,09/Nov/25 10:27 AM,09/Nov/25 10:32 AM,,,,,0,,,,,,"Créer fichier ENVIRONMENTS.md. Tableau comparatif : Dev (BDD locale, logs DEBUG, hot reload, CORS localhost), Test (H2 in-memory, isolation totale, data reset chaque run), Prod (BDD NAS, logs WARN, optimisations JVM, CORS domaine strict, JWT court, rate limiting actif). Ajouter commandes activation pour chaque env.",,Jocelyn Sainson,61fcefa4f51e85007089ebc9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{},,,,,0|i002xb:,,,,,,10903,DJ-13,Gérer les environnements,To Do,09/Nov/25 10:27 AM
Ajouter fichiers .env React,DJ-43,11026,Subtask,To Do,DJ,Dev - JO2024,software,Jocelyn Sainson,61fcefa4f51e85007089ebc9,,Highest,,Jocelyn Sainson,61fcefa4f51e85007089ebc9,Jocelyn Sainson,61fcefa4f51e85007089ebc9,Jocelyn Sainson,61fcefa4f51e85007089ebc9,09/Nov/25 10:26 AM,09/Nov/25 10:31 AM,,,,,0,,,,,,,,Jocelyn Sainson,61fcefa4f51e85007089ebc9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{},,,,,0|i002x3:,,,,,,10903,DJ-13,Gérer les environnements,To Do,09/Nov/25 10:26 AM
Créer profils Spring,DJ-42,11024,Subtask,To Do,DJ,Dev - JO2024,software,Jocelyn Sainson,61fcefa4f51e85007089ebc9,,Highest,,Jocelyn Sainson,61fcefa4f51e85007089ebc9,Jocelyn Sainson,61fcefa4f51e85007089ebc9,Jocelyn Sainson,61fcefa4f51e85007089ebc9,09/Nov/25 10:25 AM,09/Nov/25 10:31 AM,,,,,0,,,,,,"Créer application-dev.yml : 

* datasource URL localhost:5432
* show-sql true
* logging.level.root DEBUG
* CORS origins localhost:5173

Créer application-test.yml : 

* datasource H2 in-memory
* ddl-auto create-drop

Créer application-prod.yml : 

* datasource via ${DB_URL}
* show-sql false
* logging.level.root WARN
* CORS origins domaine Cloudflare
* JWT expiration 15min",,Jocelyn Sainson,61fcefa4f51e85007089ebc9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{},,,,Should,0|i002wv:,,,,,,10903,DJ-13,Gérer les environnements,To Do,09/Nov/25 10:25 AM
Tester génération automatique des tables,DJ-41,10990,Subtask,To Do,DJ,Dev - JO2024,software,Jocelyn Sainson,61fcefa4f51e85007089ebc9,,Medium,,Jocelyn Sainson,61fcefa4f51e85007089ebc9,Jocelyn Sainson,61fcefa4f51e85007089ebc9,Jocelyn Sainson,61fcefa4f51e85007089ebc9,08/Nov/25 4:29 PM,08/Nov/25 4:30 PM,,,,,0,,,,,,"Configurer application.yml temporairement : spring.jpa.hibernate.ddl-auto: create. Lancer application : mvn spring-boot:run -Dspring.profiles.active=dev. Vérifier via pgAdmin que toutes tables sont créées (users, offers, carts, cart_items, orders, order_items, payments, tickets). Vérifier contraintes FOREIGN KEY, index UNIQUE (email, username, key1, key2). Remettre ddl-auto à validate.",,Jocelyn Sainson,61fcefa4f51e85007089ebc9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{},,,,Could,0|i002wn:,,,,,,10902,DJ-12,Créer les entités,To Do,08/Nov/25 4:29 PM
